ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
920;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;désorganisation, réputation
921;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;désorganisation, réputation
922;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;désorganisation, réputation
923;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;désorganisation, réputation
924;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;désorganisation, réputation
925;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;désorganisation, réputation
926;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;désorganisation, réputation
927;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;désorganisation, réputation
928;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;désorganisation, réputation
929;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;désorganisation, réputation
930;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;désorganisation, réputation
931;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;désorganisation, réputation
932;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;désorganisation, réputation
933;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;désorganisation, réputation
934;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;désorganisation, réputation
935;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;désorganisation, réputation
936;Socio-culturel / politique / écologique;Rumeurs;Propagation rumeurs;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Rumeurs » (Socio-culturel / politique / écologique). Propagation rumeurs. Points sensibles : désorganisation, réputation.;Exemple : Rumeurs → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;désorganisation, réputation
937;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;arrêt, conformité
938;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;arrêt, conformité
939;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;arrêt, conformité
940;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;arrêt, conformité
941;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;arrêt, conformité
942;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;arrêt, conformité
943;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;arrêt, conformité
944;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;arrêt, conformité
945;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;arrêt, conformité
946;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;arrêt, conformité
947;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;arrêt, conformité
948;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;arrêt, conformité
949;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;arrêt, conformité
950;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;arrêt, conformité
951;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;arrêt, conformité
952;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;arrêt, conformité
953;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;arrêt, conformité
954;Socio-culturel / politique / écologique;Décision publique;Arrêté / fermeture administrative;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Décision publique » (Socio-culturel / politique / écologique). Arrêté / fermeture administrative. Points sensibles : arrêt, conformité.;Exemple : Décision publique → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;arrêt, conformité
955;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;supply, énergie
956;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;supply, énergie
957;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;supply, énergie
958;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;supply, énergie
959;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;supply, énergie
960;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;supply, énergie
961;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;supply, énergie
962;Socio-culturel / politique / écologique;Conflit armé (effets);Effets indirects sur économie;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Conflit armé (effets) » (Socio-culturel / politique / écologique). Effets indirects sur économie. Points sensibles : supply, énergie.;Exemple : Conflit armé (effets) → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;supply, énergie
